invest,dir_like,time,film_fb_like,IMDB,Box_office,Action,Adventure,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Mystery,Romance,Sci-Fi,Thriller,War,Western
7000000,108,112,0,7.3,39462438,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
8000000,729,103,0,7.3,14879556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8000000,26,90,0,7.3,3442820,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
10000000,608,129,0,7.3,3205244,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4500000,92,100,12000,7.3,12574715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105000000,1000,143,115000,7.3,144812796,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7000000,44,103,23000,7.3,17474107,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6900000,16000,115,0,7.3,41400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6500000,218,102,0,7.3,16842303,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6500000,0,101,23000,7.3,4000304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6000000,51,96,17000,7.3,5359774,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5300000,82,111,0,7.3,3895664,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,16,104,33000,7.3,71897215,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
4500000,260,109,0,7.3,34468224,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6000000,148,109,599,7.3,14821531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000000,6,90,777,7.3,124720,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35000000,143,110,528,7.3,49413,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2300000,277,112,0,7.3,62549000,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
4000000,0,93,27000,7.3,13008928,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4000000,0,110,816,7.3,3468572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3500000,473,97,8000,7.3,27900000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3000000,151,94,0,7.3,2912363,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1800000,188,93,31000,7.3,12784397,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1800000,9,109,0,7.3,3050934,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1100000,92,110,5000,7.3,16067035,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1000000,10,97,587,7.3,144431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500000,35,111,180,7.3,985341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500000,9,90,1000,7.3,603943,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
65000,293,100,0,7.3,11529368,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
25000,119,97,489,7.3,2856622,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
225000000,0,143,118000,7.2,291021565,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
207000000,0,201,0,7.2,218051260,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
200000000,1000,195,95000,7.2,408992272,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190000000,0,140,94000,7.2,350034110,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
185000000,56,93,39000,7.2,237282182,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
150000000,508,104,11000,7.2,256386216,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
150000000,0,138,0,7.2,281492479,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175000000,249,196,0,7.2,133228348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145000000,5,95,24000,7.2,143523463,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
135000000,563,107,26000,7.2,123207194,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
110000000,235,129,0,7.2,134520804,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130000000,0,194,0,7.2,47396698,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
115000000,0,141,0,7.2,146282411,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
105000000,719,129,0,7.2,54700065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
99000000,20,88,33000,7.2,130174897,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78000000,420,124,0,7.2,92930005,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
75000000,0,106,0,7.2,94999143,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
150000000,80,93,0,7.2,436471036,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
120000000,487,117,0,7.2,244052771,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
66000000,14000,146,28000,7.2,79883359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
70000000,448,141,29000,7.2,617840,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
65000000,11000,137,35000,7.2,115603980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58000000,258,130,0,7.2,106635996,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61000000,845,124,0,7.2,46975183,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
55000000,845,132,56000,7.2,101530738,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
55000000,17,95,30000,7.2,76137505,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
46000000,22000,118,0,7.2,67263182,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
30000000,49,136,0,7.2,67253092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120000000,487,95,0,7.2,162792677,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
45000000,2000,128,15000,7.2,15523168,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42000000,97,109,39000,7.2,138447667,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27000000,0,105,0,7.2,1260917,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8000000,80,126,0,7.2,90800000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40000000,545,128,0,7.2,107458785,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,278,121,54000,7.2,75274748,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
36000000,14000,155,0,7.2,44175394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38000000,0,140,0,7.2,35183792,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
40000000,75,123,16000,7.2,33508922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36000000,25,105,12000,7.2,2126511,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,130,123,0,7.2,59699513,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30000000,17000,139,0,7.2,32000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32000000,88,129,0,7.2,48814909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31000000,521,161,0,7.2,87100000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
45000000,252,113,0,7.2,170684505,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
25000000,101,116,0,7.2,121248145,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30000000,304,132,41000,7.2,116631310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30000000,120,110,0,7.2,74888996,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25000000,108,123,0,7.2,100241322,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
26000000,759,133,0,7.2,33200000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
17000000,47,96,6000,7.2,82234139,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
26000000,285,98,0,7.2,84136909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,162,117,942,7.2,777423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24000000,13000,139,0,7.2,70269171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24000000,480,88,0,7.2,74608545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28000000,18,80,408,7.2,669276,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
207000000,0,201,0,7.2,218051260,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23000000,277,102,0,7.2,10660147,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21500000,89,117,0,7.2,24362501,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
30000000,406,98,0,7.2,32774834,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,198,116,25000,7.2,12134420,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
21000000,52,99,10000,7.2,8855646,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,150,116,13000,7.2,6002756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,0,103,11000,7.2,103001286,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30000000,0,122,23000,7.2,17750583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18000000,154,103,2000,7.2,676698,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
17000000,36,112,36000,7.2,64998368,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
15500000,11000,96,14000,7.2,23213577,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16000000,7,109,0,7.2,16346122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000000,47,113,24000,7.2,19057024,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16000000,85,110,0,7.2,5900000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16000000,369,118,0,7.2,2849142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,107,124,0,7.2,27441122,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15000000,11000,92,10000,7.2,5306447,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15000000,132,103,33000,7.2,2412045,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12000000,180,84,0,7.2,1197786,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14000000,0,145,4000,7.2,70001698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10000000,0,114,0,7.2,447750,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
11000000,287,106,14000,7.2,148170000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
11000000,42,107,0,7.2,49797148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,0,114,10000,7.2,25600000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10000000,129,98,0,7.2,1754319,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10000000,41,132,0,7.2,1309849,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10000000,23,104,0,7.2,1011054,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8000000,80,126,0,7.2,90800000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8000000,16,101,20000,7.2,6350058,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7200000,13,113,0,7.2,1094798,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7500000,248,105,1000,7.2,10460089,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7300000,12,97,0,7.2,1818681,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7000000,0,104,0,7.2,25625110,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3500000,197,100,10000,7.2,26005908,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4825000,127,125,0,7.2,1110286,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6500000,38,105,0,7.2,66637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6000000,0,123,0,7.2,2122561,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6000000,116,110,13000,7.2,181360000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6000000,0,106,0,7.2,25244700,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6000000,0,90,0,7.2,4859475,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6000000,53,99,0,7.2,2207975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5500000,46,125,0,7.2,58800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3850000,592,93,0,7.2,611709,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5000000,3000,134,1000,7.2,20733485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000000,272,110,0,7.2,14100000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4000000,22,122,0,7.2,3950029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4600000,3,100,0,7.2,513836,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
700000000,98,115,539,7.2,1687311,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3500000,11,91,0,7.2,45857453,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2600000,76,66,0,7.2,38108,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2000000,149,89,0,7.2,6719300,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2000000,81,100,20000,7.2,6531491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1900000,47,89,1000,7.2,444044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1300000,0,95,0,7.2,1060591,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1600000,0,123,278,7.2,26893,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2000000,460,103,619,7.2,5132222,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1500000,21,98,0,7.2,406035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1300000,12000,95,872,7.2,695229,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1200000,0,100,2000,7.2,24741700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000000,20,95,11000,7.2,5997134,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1000000,33,97,0,7.2,2508841,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1000000,12,100,603,7.2,982214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000000,13,119,100,7.2,798341,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
850000,6,107,0,7.2,819939,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
800000,9,114,81,7.2,1001437,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
800000,6,88,219,7.2,2073984,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
700000,52,97,420,7.2,1141829,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
207000000,0,201,0,7.2,218051260,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
700000,31,106,0,7.2,2694973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300000000,563,169,0,7.1,309404152,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150000000,0,144,8000,7.1,318759914,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
170000000,230,112,63000,7.1,206360018,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120000000,521,123,31000,7.1,108521835,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110000000,776,142,4000,7.1,113330342,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
110000000,189,127,36000,7.1,85463309,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
120000000,295,115,0,7.1,144795350,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
105000000,63,97,5000,7.1,104374107,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
140000000,63,95,0,7.1,38120554,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
75000000,0,121,0,7.1,83077470,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
100000000,14000,146,11000,7.1,78616689,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
75000000,0,102,0,7.1,66636385,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
70000000,532,110,0,7.1,47456450,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
70000000,0,125,0,7.1,62647540,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
59660000,218,109,2000,7.1,18947630,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
70000000,212,124,0,7.1,117541000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75000000,130,124,5000,7.1,78120196,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
70000000,0,128,0,7.1,39380442,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
65000000,368,131,0,7.1,43532294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55000000,175,121,40000,7.1,43247140,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60000000,64,115,11000,7.1,143151473,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
58000000,124,111,32000,7.1,90356857,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
50000000,383,94,0,7.1,58297830,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
90000000,16000,135,0,7.1,33574332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50200000,53,106,36000,7.1,62453315,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
50000000,14000,112,37000,7.1,126975169,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
50000000,97,112,24000,7.1,191616238,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50000000,241,90,0,7.1,81517441,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
48000000,737,114,3000,7.1,60652036,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
45000000,33,103,26000,7.1,88625922,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
45000000,45,110,0,7.1,70001065,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35000000,38,95,46000,7.1,13401683,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,0,212,915,7.1,13560960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40000000,29,105,0,7.1,71347010,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40000000,0,135,0,7.1,45856732,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
40000000,31,113,0,7.1,128978,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
39000000,124,107,13000,7.1,63411478,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
32000000,0,144,27000,7.1,16377274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,15,123,23000,7.1,34531832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34000000,88,128,23000,7.1,37432299,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35000000,56,141,13000,7.1,8324748,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32000000,155,120,0,7.1,36733909,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33000000,0,105,5000,7.1,99462,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18000000,53,131,0,7.1,3752725,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29000000,11,94,0,7.1,6301131,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
30000000,129,101,0,7.1,40566655,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
26000000,0,133,0,7.1,109243478,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26000000,260,105,10000,7.1,28501651,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30000000,0,120,13000,7.1,499263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25000000,308,107,5000,7.1,11008432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28000000,277,133,0,7.1,11030963,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
25000000,0,134,0,7.1,183662,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12500000,0,101,22000,7.1,40962534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23000000,123,112,5000,7.1,39235088,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22700000,0,96,13000,7.1,38119483,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22500000,0,111,18000,7.1,4190530,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23000000,101,107,0,7.1,176483808,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17000000,0,98,7000,7.1,9430988,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
20000000,140,127,24000,7.1,24104113,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
20000000,79,101,0,7.1,117224271,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35000000,0,108,0,7.1,81257845,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20000000,99,117,0,7.1,67325559,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
30000000,176,101,983,7.1,12987647,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
20000000,350,103,0,7.1,11034436,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
8700000,0,100,0,7.1,5480996,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
40000000,55,125,1000,7.1,1027749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15000000,93,109,14000,7.1,1357042,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18000000,72,98,10000,7.1,60057639,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
18000000,80,106,15000,7.1,43853424,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18000000,109,104,562,7.1,7739049,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
18000000,6,116,18000,7.1,4435083,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16500000,11,120,0,7.1,18663911,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15000000,272,97,12000,7.1,43022524,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,212,115,38000,7.1,37877959,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14000000,43,123,0,7.1,46800000,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12000000,139,114,0,7.1,79568000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12000000,128,89,32000,7.1,64572496,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
12000000,115,110,0,7.1,3148482,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12000000,61,101,0,7.1,2060953,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
12000000,0,104,677,7.1,1779284,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2500000000,45,134,607,7.1,195888,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
13000000,541,81,0,7.1,46563158,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11000000,386,118,0,7.1,10214647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11000000,31,96,11000,7.1,16667084,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5000000,0,108,15000,7.1,43771291,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9000000,0,89,944,7.1,3193102,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
10000000,25,135,345,7.1,3041803,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7400000,3000,130,50000,7.1,3029870,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9000000,8,88,0,7.1,18225165,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000,407,126,196,7.1,1997807,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8000000,132,93,12000,7.1,17536788,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8000000,87,92,19000,7.1,58401464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8000000,341,111,0,7.1,3076425,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
7500000,11,100,0,7.1,9176553,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7000000,58,106,19000,7.1,382946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6500000,0,104,0,7.1,31899000,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
6000000,49,102,21000,7.1,11434867,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
4000000,12,103,0,7.1,542860,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
200000000,64,111,0,7.1,11905519,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5500000,14,91,0,7.1,1292119,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5000000,0,108,15000,7.1,43771291,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5000000,57,95,10000,7.1,3219029,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
7000000,0,91,0,7.1,1040879,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4500000,179,117,0,7.1,52700832,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4000000,395,112,0,7.1,31252964,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3500000,450,106,16000,7.1,20803237,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4000000,30,104,15000,7.1,4046737,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3700000,136,102,359,7.1,2956000,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
4500000,11,104,430,7.1,3287435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2700000,9,113,381,7.1,9054736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2500000,835,104,0,7.1,6401336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2500000,14,89,13000,7.1,3325638,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2500000,53,95,10000,7.1,6851969,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2500000,0,80,0,7.1,99851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1900000,28,99,0,7.1,4600000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2000000,191,108,0,7.1,19067631,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1200000,422,100,0,7.1,18488314,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
950000,171,104,12000,7.1,1007962,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1000000,3,120,0,7.1,3773863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450000,3,84,0,7.1,379122,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1066167,57,90,0,7.1,258113,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
